作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
"045754","良夜","りょうや","りようや","","","","","NDC 913","新字新仮名","なし",2006-09-25,2014-09-18,"https://www.aozora.gr.jp/cards/000374/card45754.html","000374","饗庭","篁村","あえば","こうそん","あえは","こうそん","Aeba","Koson","著者","1855-09-25","1922-06-20","なし","新潟県文学全集　第1巻　明治編","郷土出版社","1995（平成7）年10月26日","1995（平成7）年10月26日","1995（平成7）年10月26日","明治文学全集26","筑摩書房","1981（昭和56）年4月","","","","","","","","","高田農業高校生産技術科流通経済コース","小林繁雄","https://www.aozora.gr.jp/cards/000374/files/45754_ruby_23695.zip","2006-07-28","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000374/files/45754_23935.html","2006-07-28","ShiftJIS","JIS X 0208","0"
"000900","野性のセロリ","やせいのセロリ","やせいのせろり","","","","","NDC 911","新字新仮名","あり",1998-02-26,2014-09-17,"https://www.aozora.gr.jp/cards/000330/card900.html","000330","青木","栄瞳","あおき","えいめ","あおき","えいめ","Aoki","Eime","著者","","","あり","生原稿","","","","","","","","","","","","","","","","長尾高弘","","","","","","","http://www.longtail.co.jp/eime/","1998-02-26","ShiftJIS","JIS X 0208","0"
"059877","九年母","くねんぼ","くねんほ","","","","「あまカラ　8月号　第六十号」甘辛社、1956（昭和31）年8月5日","NDC 596","新字新仮名","なし",2019-12-02,2019-11-24,"https://www.aozora.gr.jp/cards/002091/card59877.html","002091","青木","正児","あおき","まさる","あおき","まさる","Aoki","Masaru","著者","1887-02-14","1964-12-02","なし","「あまカラ」抄2","冨山房百科文庫、冨山房","1995（平成7）年12月6日","1995（平成7）年12月6日第1刷","1995（平成7）年12月6日第1刷","あまカラ　8月号　第六十号","甘辛社","1956（昭和31）年8月5日","","","","","","","","","砂場清隆","芝裕久","https://www.aozora.gr.jp/cards/002091/files/59877_ruby_69675.zip","2019-11-24","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/002091/files/59877_69720.html","2019-11-24","ShiftJIS","JIS X 0208","0"
"056572","青空文庫の提案","あおぞらぶんこのていあん","あおそらふんこのていあん","","","","「青空文庫」1997（平成9）年7月7日","NDC 010","新字新仮名","あり",2014-01-01,2014-09-16,"https://www.aozora.gr.jp/cards/001790/card56572.html","001790","青空文庫","","あおぞらぶんこ","","あおそらふんこ","","Aozora Bunko","","著者","","","あり","","","","","","","","","","","","","","","","","青空文庫","青空文庫","https://www.aozora.gr.jp/cards/001790/files/56572_txt_51803.zip","2014-01-06","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/001790/files/56572_51810.html","2014-01-18","ShiftJIS","JIS X 0208","1"
"052214","百万人のそして唯一人の文学","ひゃくまんにんのそしてただひとりのぶんがく","ひやくまんにんのそしてたたひとりのふんかく","","","","","NDC 910","新字旧仮名","なし",2012-01-01,2014-09-16,"https://www.aozora.gr.jp/cards/001542/card52214.html","001542","青野","季吉","あおの","すえきち","あおの","すえきち","Aono","Suekichi","著者","1890-02-24","1961-06-23","なし","現代日本文學大系　54　片上伸　平林初之輔　青野季吉　宮本顯治　藏原惟人集","筑摩書房","1973（昭和48）年1月20日","1987（昭和62）年11月30日初版第12刷発行","　","","","","","","","","","","","","門田裕志","富田倫生","https://www.aozora.gr.jp/cards/001542/files/52214_ruby_46177.zip","2012-01-01","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001542/files/52214_46221.html","2012-01-01","ShiftJIS","JIS X 0208","0"
"047604","夢の如く出現した彼","ゆめのごとくしゅつげんしたかれ","ゆめのことくしゆつけんしたかれ","","","","「月刊探偵」黒白書房、1936（昭和11）年5月号","NDC 910","新字新仮名","なし",2008-12-09,2014-09-21,"https://www.aozora.gr.jp/cards/001314/card47604.html","001314","青柳","喜兵衛","あおやぎ","きへい","あおやき","きへい","Aoyagi","Kihei","著者","1904-01-01","1938-08-28","なし","「探偵」傑作選　幻の探偵雑誌9","光文社文庫、光文社","2002（平成14）年1月20日","2002（平成14）年1月20日初版1刷","2002（平成14）年1月20日初版1刷","","","","","","","","","","","","川山隆","伊藤時也","https://www.aozora.gr.jp/cards/001314/files/47604_ruby_32681.zip","2008-11-11","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001314/files/47604_33427.html","2008-11-11","ShiftJIS","JIS X 0208","0"
"053182","三人の百姓","さんにんのひゃくしょう","さんにんのひやくしよう","","","","「婦人公論」1920（大正9）年6月","NDC K913","新字新仮名","なし",2013-01-01,2016-01-17,"https://www.aozora.gr.jp/cards/001584/card53182.html","001584","秋田","雨雀","あきた","うじゃく","あきた","うしやく","Akita","Ujyaku","著者","1883-01-30","1962-05-12","なし","日本児童文学名作集（下）","岩波文庫、岩波書店","1994（平成6）年3月16日","2001（平成13）年5月7日第12刷","2000（平成12）年2月25日第10刷","太陽と花園","精華書院","1921（大正10）年","","","","","","","","","門田裕志","Juki","https://www.aozora.gr.jp/cards/001584/files/53182_ruby_49658.zip","2016-01-17","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/001584/files/53182_49659.html","2016-01-17","ShiftJIS","JIS X 0208","1"
"043837","ある自殺者の手記","あるじさつしゃのしゅき","あるしさつしやのしゆき","","","SUICIDES","","NDC 953","新字新仮名","なし",2006-05-26,2014-09-18,"https://www.aozora.gr.jp/cards/000903/card43837.html","001162","秋田","滋","あきた","しげる","あきた","しける","Akita","Shigeru","翻訳者","1908-07-05","1943-10-15","なし","モオパツサン短篇集　色ざんげ　他十篇","改造文庫、改造社出版","1937（昭和12）年5月20日","1937（昭和12）年5月20日","1937（昭和12）年5月20日","","","","","","","","","","","","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班","https://www.aozora.gr.jp/cards/000903/files/43837_ruby_21727.zip","2006-04-30","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000903/files/43837_23037.html","2006-04-30","ShiftJIS","JIS X 0208","0"
"047074","親ごころ","おやごころ","おやこころ","","","","","NDC 953","新字新仮名","なし",2010-08-21,2014-09-21,"https://www.aozora.gr.jp/cards/000903/card47074.html","001162","秋田","滋","あきた","しげる","あきた","しける","Akita","Shigeru","翻訳者","1908-07-05","1943-10-15","なし","モオパツサン短篇集　初雪　他九篇","改造文庫、改造社出版","1937（昭和12）年10月15日","1937（昭和12）年10月15日","1937（昭和12）年10月15日","","","","","","","","","","","","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班","https://www.aozora.gr.jp/cards/000903/files/47074_ruby_39140.zip","2011-04-03","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000903/files/47074_40109.html","2011-04-03","ShiftJIS","JIS X 0208","1"
"046405","寡婦","かふ","かふ","","","UNE VEUVE","","NDC 953","新字新仮名","なし",2007-07-02,2014-09-21,"https://www.aozora.gr.jp/cards/000903/card46405.html","001162","秋田","滋","あきた","しげる","あきた","しける","Akita","Shigeru","翻訳者","1908-07-05","1943-10-15","なし","モオパッサン短篇集　色ざんげ　他十篇","改造文庫、改造社出版","1937（昭和12）年5月20日","1937（昭和12）年5月20日","1937（昭和12）年5月20日","","","","","","","","","","","","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班","https://www.aozora.gr.jp/cards/000903/files/46405_ruby_26844.zip","2007-05-06","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000903/files/46405_26862.html","2007-05-06","ShiftJIS","JIS X 0208","0"
"043651","狂女","きちがい","きちかい","","","LA FOLLE","","NDC 953","新字新仮名","なし",2005-03-14,2014-09-18,"https://www.aozora.gr.jp/cards/000903/card43651.html","001162","秋田","滋","あきた","しげる","あきた","しける","Akita","Shigeru","翻訳者","1908-07-05","1943-10-15","なし","モオパツサン短篇集　初雪　他九篇","改造文庫、改造社出版","1937（昭和12）年10月15日","1937（昭和12）年10月15日","","","","","","","","","","","","","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班","https://www.aozora.gr.jp/cards/000903/files/43651_ruby_17720.zip","2005-02-20","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000903/files/43651_17887.html","2005-02-20","ShiftJIS","JIS X 0208","0"
"047076","狂人日記","きょうじんにっき","きようしんにつき","","","","","NDC 953","新字新仮名","なし",2010-08-21,2014-09-21,"https://www.aozora.gr.jp/cards/000903/card47076.html","001162","秋田","滋","あきた","しげる","あきた","しける","Akita","Shigeru","翻訳者","1908-07-05","1943-10-15","なし","墓場稼ぎの売笑婦","暁書房","1949（昭和24）年6月1日","1949（昭和24）年6月1日","1949（昭和24）年6月1日","","","","","","","","","","","","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班","https://www.aozora.gr.jp/cards/000903/files/47076_ruby_39141.zip","2011-04-03","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000903/files/47076_40110.html","2011-04-03","ShiftJIS","JIS X 0208","1"
"043652","墓","はか","はか","","","LA TOMBE","","NDC 953","新字新仮名","なし",2005-03-14,2014-09-18,"https://www.aozora.gr.jp/cards/000903/card43652.html","001162","秋田","滋","あきた","しげる","あきた","しける","Akita","Shigeru","翻訳者","1908-07-05","1943-10-15","なし","モオパツサン短篇集　初雪　他九篇","改造文庫、改造社出版","1937（昭和12）年10月15日","1937（昭和12）年10月15日","","","","","","","","","","","","","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班","https://www.aozora.gr.jp/cards/000903/files/43652_ruby_17721.zip","2005-02-20","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000903/files/43652_17886.html","2005-02-20","ShiftJIS","JIS X 0208","0"
"043866","初雪","はつゆき","はつゆき","","","PREMIERE NEIGE","","NDC 953","新字新仮名","なし",2005-07-27,2014-09-18,"https://www.aozora.gr.jp/cards/000903/card43866.html","001162","秋田","滋","あきた","しげる","あきた","しける","Akita","Shigeru","翻訳者","1908-07-05","1943-10-15","なし","モオパツサン短篇集　初雪　他九篇","改造文庫、改造社出版","1937（昭和12）年10月15日","1937（昭和12）年10月15日","","","","","","","","","","","","","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班","https://www.aozora.gr.jp/cards/000903/files/43866_ruby_18652.zip","2005-06-15","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000903/files/43866_18752.html","2005-06-15","ShiftJIS","JIS X 0208","0"
"048283","南洲手抄言志録","なんしゅうしゅしょうげんしろく","なんしゆうしゆしようけんしろく","02 南洲言志録手抄序","02 なんしゅうげんしろくしゅしょうじょ","","「南洲手抄言志録」1888（明治21）年5月17日","NDC 121","旧字旧仮名","なし",2008-08-12,2014-09-21,"https://www.aozora.gr.jp/cards/001331/card48283.html","001331","秋月","種樹","あきづき","たねたつ","あきつき","たねたつ","Akizuki","Tanetatsu","著者","1833-11-28","1904-10-17","なし","西郷南洲遺訓","岩波文庫、岩波書店","1939（昭和14）年2月2日","1985（昭和60）年2月20日第26刷","1996（平成8）年4月15日第41刷","南洲手抄言志録","博聞社","1888（明治21）年5月17日","","","","","","","","","田中哲郎","川山隆","https://www.aozora.gr.jp/cards/001331/files/48283_txt_32122.zip","2009-09-03","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/001331/files/48283_32121.html","2009-09-03","ShiftJIS","JIS X 0208","1"
"048284","南洲手抄言志録","なんしゅうしゅしょうげんしろく","なんしゆうしゆしようけんしろく","03 南洲手抄言志録","03 なんしゅうしゅしょうげんしろく","","「南洲手抄言志録」博文社、1888（明治21）年5月17日","NDC 121","旧字旧仮名","なし",2008-08-12,2014-09-21,"https://www.aozora.gr.jp/cards/001331/card48284.html","001331","秋月","種樹","あきづき","たねたつ","あきつき","たねたつ","Akizuki","Tanetatsu","著者","1833-11-28","1904-10-17","なし","西郷南洲遺訓","岩波文庫、岩波書店","1939（昭和14）年2月2日","1985（昭和60）年2月20日第26刷","1996（平成8）年4月15日第41刷","南洲手抄言志録","博聞社","1888（明治21）年5月17日","","","","","","","","","田中哲郎","川山隆","https://www.aozora.gr.jp/cards/001331/files/48284_ruby_32145.zip","2009-09-03","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/001331/files/48284_32146.html","2009-09-03","ShiftJIS","JIS X 0208","1"
